Name,Date,Title,Price,Condition,Link
nwp1985,3 days ago,Apple Macbook Air M1 ( 2020 ),"S$1,300",Like new,https://carousell.sg/p/apple-macbook-air-m1-2020-1267390928/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=115
monirhosse33239,3 days ago,MacBook Air,S$460,Like new,https://carousell.sg/p/macbook-air-1267390756/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=116
sellmax,3 days ago,"Apple MacBook Pro M1, 13-inch Silver","S$1,489",Well used,https://carousell.sg/p/apple-macbook-pro-m1-13-inch-silver-1267385168/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=117
luckyones,3 days ago,MacBook Air (2020/2021),"S$1,088",Brand new,https://carousell.sg/p/macbook-air-2020-2021-1267381428/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=118
khseet,3 days ago,Macbook Air 15” 8/512,"S$2,000",Brand new,https://carousell.sg/p/macbook-air-15”-8-512-1267346402/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=119
tech.to.you,1 day ago,Macbook Pro 2020,"S$1,050",Like new,https://carousell.sg/p/macbook-pro-2020-1267695915/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=120
mysteryranch,3 days ago,macbook air m1 2020,S$888,Like new,https://carousell.sg/p/macbook-air-m1-2020-1267339983/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=121
climperc2002,3 days ago,"Apple Macbook Pro 13, M2, 2022","S$1,450",Like new,https://carousell.sg/p/apple-macbook-pro-13-m2-2022-1264312814/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=122
mobistarz,3 days ago,MacBook Pro 14inch 512GB A2779,"S$2,620",Brand new,https://carousell.sg/p/macbook-pro-14inch-512gb-a2779-1256369111/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=123
moonfade,3 days ago,MacBook Air M1 Chip,S$845,Brand new,https://carousell.sg/p/macbook-air-m1-chip-1267332997/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=124
ongkimhong,3 days ago,MacBook Air M1 ,S$800,Like new,https://carousell.sg/p/macbook-air-m1-1267327063/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=zwgu-wwKKX0mmmav&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=125
chechio,3 days ago,Macbook Pro Early 2013,S$250,Lightly used,https://carousell.sg/p/macbook-pro-early-2013-1267322471/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=126
mdshanto1005625,1 day ago,"MacBook Pro Intel Core i5 4th Gen Ram 4GB SSD 128GB Display 13.3"" Windows 10 Battery life 4hrs (Ms Office Xcel PowerPoint Word Activated) Everything working very well",S$295,Like new,https://carousell.sg/p/macbook-pro-intel-core-i5-4th-gen-ram-4gb-ssd-128gb-display-13-3-windows-10-battery-life-4hrs-ms-office-xcel-powerpoint-word-activated-everything-working-very-well-1267677807/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=129
3ponaus,3 days ago,Macbook Pro M3 M3Pro M3Max,"S$2,199",Brand new,https://carousell.sg/p/macbook-pro-m3-m3pro-m3max-1264474082/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=130
ece.uzair,3 days ago,MacBook Pro 2023 16 inch M2 Pro,"S$3,500",Like new,https://carousell.sg/p/macbook-pro-2023-16-inch-m2-pro-1267318511/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=131
mrbs.,3 days ago,MacBook Air 13”,S$450,Lightly used,https://carousell.sg/p/macbook-air-13”-1267315063/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=132
megazz,3 days ago,Apple MacBook Pro Late 2016,S$800,Like new,https://carousell.sg/p/apple-macbook-pro-late-2016-1267312252/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=133
joosermcgooser,3 days ago,"MacBook Pro 13"" M1 16gb 1TB","S$2,000",Like new,https://carousell.sg/p/macbook-pro-13-m1-16gb-1tb-1267311348/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=134
rileyrory,3 days ago,"MacBook Pro Touchbar (13-inch, 2019, Two Thunderbolt 3 ports)",S$600,Lightly used,https://carousell.sg/p/macbook-pro-touchbar-13-inch-2019-two-thunderbolt-3-ports-1267304754/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=135
fuga6485,3 days ago,"Macbook Air 13 inch, mid 2011",S$100,Heavily used,https://carousell.sg/p/macbook-air-13-inch-mid-2011-1267292389/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=136
playingbangg86,3 days ago,"MacBook pro 13 inch 2017 (500gb SSD, 2.3ghz, 16gb ram)",S$900,Like new,https://carousell.sg/p/macbook-pro-13-inch-2017-500gb-ssd-2-3ghz-16gb-ram-1267290721/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=137
laptophouse0101,1 day ago,"Good Condition Apple MacBook Air  2018  13"" | Intel I5 1.6GHz | 8GB RAM | 256GB SSD",S$599,Lightly used,https://carousell.sg/p/good-condition-apple-macbook-air-2018-13-intel-i5-1-6ghz-8gb-ram-256gb-ssd-1267652595/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=138
rosemine,3 days ago,Apple Macbook Pro M3 14inch {BNIB} {Sealed} 1Year Apple Warranty,"S$2,160",Brand new,https://carousell.sg/p/apple-macbook-pro-m3-14inch-bnib-sealed-1year-apple-warranty-1264295344/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=139
kelvinteo82,3 days ago,MacBook Air M1 2020,S$750,Well used,https://carousell.sg/p/macbook-air-m1-2020-1267274277/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=141
goldeg,3 days ago,MacBook M1 2020,S$850,Lightly used,https://carousell.sg/p/macbook-m1-2020-1265638830/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=143
tushinarup66560,3 days ago,macbook air,S$550,Well used,https://carousell.sg/p/macbook-air-1267255447/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=144
tech.to.you,1 day ago,M1 Macbook Air 8/512,"S$1,000",Like new,https://carousell.sg/p/m1-macbook-air-8-512-1267616906/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=145
ccap240779,3 days ago,Apple Macbook Air 2014 Model 13-inch cracked screen but works,S$128,Heavily used,https://carousell.sg/p/apple-macbook-air-2014-model-13-inch-cracked-screen-but-works-1267240993/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=147
rmtay,4 days ago,2020 MacBook 15” 250 GB,"S$1,299",Lightly used,https://carousell.sg/p/2020-macbook-15”-250-gb-1267214819/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=148
Rushingbeam,4 days ago,Apple MacBook Air,S$950,Like new,https://carousell.sg/p/apple-macbook-air-1267213719/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=149
ashbrokki,4 days ago,Macbook Air 13.6” M2 Chip 2022,"S$1,100",Like new,https://carousell.sg/p/macbook-air-13-6”-m2-chip-2022-1267212888/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=150
nwoolala,4 days ago,Unopened Macbook m2 15”,"S$1,725",Brand new,https://carousell.sg/p/unopened-macbook-m2-15”-1267200822/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=151
haanyu84,4 days ago,"MacBook Pro 15”  (2016) w/Touch Bar - Intel Core i7 2.7GHz, 16GB RAM, 512GB SSD",S$900,Well used,https://carousell.sg/p/macbook-pro-15”-2016-w-touch-bar-intel-core-i7-2-7ghz-16gb-ram-512gb-ssd-1263108714/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=152
Ilovecats,4 days ago,"MacBook Air Retina, 13-Inch, 2020",S$750,Like new,https://carousell.sg/p/macbook-air-retina-13-inch-2020-1267189980/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=154
goliat,4 days ago,MacBook Air (2018) 13 inch,S$450,Lightly used,https://carousell.sg/p/macbook-air-2018-13-inch-1267187519/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=155
danielwong99,4 days ago,Macbook Pro 16 inch M1 Pro,"S$2,488",Lightly used,https://carousell.sg/p/macbook-pro-16-inch-m1-pro-1267164473/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=156
fambam101,4 days ago,Macbook Pro 16 Inch M1 Pro (With Applecare till May 2025),"S$2,400",Like new,https://carousell.sg/p/macbook-pro-16-inch-m1-pro-with-applecare-till-may-2025-1267163143/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=157
intjie,4 days ago,Macbook Pro 13” 2019,S$900,Lightly used,https://carousell.sg/p/macbook-pro-13”-2019-1267160068/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=159
jinjack12399,4 days ago,MacBook Air 2020 (intel),S$700,Lightly used,https://carousell.sg/p/macbook-air-2020-intel-1267140731/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=160
bhushanap,4 days ago,MacBook Pro 15inch 2019,"S$1,200",Like new,https://carousell.sg/p/macbook-pro-15inch-2019-1267127437/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=161
claudia99822,4 days ago,"Barely Used 2019 MacBook Pro (13 inch, touch bar)","S$1,100",Like new,https://carousell.sg/p/barely-used-2019-macbook-pro-13-inch-touch-bar-1263850518/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=162
viveksubba,4 days ago,"Macbook pro 2017 15"" 16gb 512gb ssd touchbar",S$750,Like new,https://carousell.sg/p/macbook-pro-2017-15-16gb-512gb-ssd-touchbar-1267123613/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=163
felixsellsthings,4 days ago,2023 MacBook Pro M3 Pro M3 Max (BELOW RETAIL!!),"S$2,149",Brand new,https://carousell.sg/p/2023-macbook-pro-m3-pro-m3-max-below-retail-1265220803/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=164
ibra.m,4 days ago,Macbook Pro 13 M1 16GB 1TB (Space Grey),"S$1,400",Well used,https://carousell.sg/p/macbook-pro-13-m1-16gb-1tb-space-grey-1267121024/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=165
francis6973,4 days ago,"MacBook Pro 13. 3"" 2014",S$450,Lightly used,https://carousell.sg/p/macbook-pro-13-3-2014-1261222874/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=167
littlewieners,4 days ago,Apple 13 inch MacBook Air (M1 chip),"S$1,000",Brand new,https://carousell.sg/p/apple-13-inch-macbook-air-m1-chip-1267107162/?t-id=nFOSAbEtHg_1701013882919&t-referrer_browse_type=search_results&t-referrer_filter_price_min=100&t-referrer_page_type=search&t-referrer_request_id=NDRlzuTU5yjuv8bY&t-referrer_search_query=macbook&t-referrer_sort_by=popular&t-tap_index=168
